:START_ID(Document),:END_ID(Organization),:TYPE
知识定义网络的资源调度关键技术研究,北京邮电大学,PUBLISHED_BY
宽禁带半导体GaN的辐照损伤机理研究,华北电力大学(北京),PUBLISHED_BY
人工智能对人的个性发展的挑战与回应研究,南京信息工程大学,PUBLISHED_BY
学习驱动的多维不确定条件下微电网能量优化调控方法研究,浙江大学,PUBLISHED_BY
宽禁带氮化物低维异质结和器件研究,西安电子科技大学,PUBLISHED_BY
碳布负载PEDOT在固体聚合物电解质电解池中合成过氧化氢研究,武汉大学,PUBLISHED_BY
质子隧穿距离调控多吡啶羰基锰类配合物电催化CO2还原的选择性,西南科技大学,PUBLISHED_BY
基于深度学习的结直肠息肉图像分割方法研究,电子科技大学,PUBLISHED_BY
基于优化支持向量机的变压器故障诊断研究,安徽理工大学,PUBLISHED_BY
1977-1979年湖北英山县头癣防治研究,湖北师范大学,PUBLISHED_BY
叶酸/CD44双受体靶向还原响应型PLGA基纳米胶束的制备及其性能,青岛科技大学,PUBLISHED_BY
基于症状管理理论的肺癌爆发痛管理方案构建及应用,河南大学,PUBLISHED_BY
基于深度学习的网络图片敏感文字检测技术研究,北方工业大学,PUBLISHED_BY
粒子群算法的改进及其在DNA序列设计中的应用研究,江西理工大学,PUBLISHED_BY
云南5种嗜丽鱼虫属的整合分类学及单殖吸虫的线粒体系统发育基因组学研究,云南师范大学,PUBLISHED_BY
氧空位强化高级氧化净水过程电子转移机制研究,哈尔滨工业大学,PUBLISHED_BY
基于基因型-表型数据融合的微生物组状态预测模型研究,青岛大学,PUBLISHED_BY
面向计算机视觉的深度神经网络模型优化与应用,湖南大学,PUBLISHED_BY
可见光下非贵金属改性TiO2负载于金属有机骨架对米氏凯伦藻的光催化灭活机制研究,曲阜师范大学,PUBLISHED_BY
烯烃的硼环丙烷化与硅硼双官能团化研究,西南交通大学,PUBLISHED_BY
平板工件字符编码视觉识别技术研究,哈尔滨商业大学,PUBLISHED_BY
网络直播营销模式下双渠道供应链运营决策研究,南昌大学,PUBLISHED_BY
稀土镧基氧电极双功能催化剂的机理研究,江西理工大学,PUBLISHED_BY
基于目标运动与外观特征的多目标跟踪算法研究,西安理工大学,PUBLISHED_BY
长双歧杆菌W13基因组分析及基因工程应用初步探究,天津科技大学,PUBLISHED_BY
糖基转移酶区域选择性改造及工程菌全细胞催化合成天麻苷的应用研究,江南大学,PUBLISHED_BY
寻径与创构,沈阳师范大学,PUBLISHED_BY
基于基因组测序的透明细胞肾细胞癌预后、突变分析和生存率,中国江苏南京,PUBLISHED_BY
基于单细胞图谱和影像基因多组学的一种预测非小细胞肺癌放射敏感性的异质性模型,南昌大学,PUBLISHED_BY
两类具有时滞的传染病模型的Hopf分支分析,东北林业大学,PUBLISHED_BY
红石消痛外用液熏洗对湿热下注型慢性子宫颈炎合并HPV感染的干预研究,安徽中医药大学,PUBLISHED_BY
基于集成学习的智能制造质量预测研究,中北大学,PUBLISHED_BY
基于机器学习算法的子宫内膜癌合并附件恶性肿瘤预测模型的构建及验证,山东大学,PUBLISHED_BY
老年因素对抗阿尔茨海默症药物氟诺哌齐药代动力学影响及机制研究,中国科学院大学(中国科学院上海药物研究所),PUBLISHED_BY
冬虫夏草料渣产乙偶姻发酵条件的优化,内蒙古农业大学,PUBLISHED_BY
菊芋全粉对育肥羊生产性能、胃肠道微生物组和代谢组的影响研究,山东农业大学,PUBLISHED_BY
胃癌患者围手术期症状群轨迹类别与未满足需求的动态关系研究,江苏大学,PUBLISHED_BY
基于福格行为模型的中医健康管理系统设计研究,江南大学,PUBLISHED_BY
基于脑科学的高中文言文教学研究,闽南师范大学,PUBLISHED_BY
弓背青鳉基因组及细胞色素P450基因家族分析,广东海洋大学,PUBLISHED_BY
无创检测方法在乙肝患者肝脏脂肪变性中的应用价值及成本效果分析,延安大学,PUBLISHED_BY
基于高维基因组学数据的跨种族复杂性状遗传风险预测研究,山西医科大学,PUBLISHED_BY
不同连作年限对党参根际土壤微生物群落结构及理化特征的影响,西北师范大学,PUBLISHED_BY
基于失效物理的MEMS流量传感器性能退化分析与可靠性评估,电子科技大学,PUBLISHED_BY
基于简洁模型的非线性集成方法研究,江南大学,PUBLISHED_BY
基于知识图谱的谷物智能问答系统的研究,武汉轻工大学,PUBLISHED_BY
基于二维材料调控的高效光催化剂制备及其选择性有机合成性能研究,山东大学,PUBLISHED_BY
数据标准化与多特征融合在小分子类药性与剂量预测中的应用,重庆医科大学,PUBLISHED_BY
高压直流架空线-电缆混合线路的故障定位研究,天津大学,PUBLISHED_BY
针刺治疗腹泻型肠易激综合征有效性与安全性研究,中国中医科学院,PUBLISHED_BY
基于多模态特征的信息抽取方法研究,东南大学,PUBLISHED_BY
基于储备池计算的COVID-19传播动力学分析与预测研究,南京邮电大学,PUBLISHED_BY
属性抽取及属性级情感分类方法研究,北京交通大学,PUBLISHED_BY
持续供氧、酸响应型水凝胶的制备及其用于根管消毒的作用研究,中国福建厦门,PUBLISHED_BY
枸杞多糖调节肝脏葡萄糖产生和抗糖尿病肾炎的作用研究,中国科学院大学(中国科学院近代物理研究所),PUBLISHED_BY
基于连贯性理论的人工智能翻译译后编辑实践报告,大连外国语大学,PUBLISHED_BY
BiO2-x/Ag3PO4光催化活化过硫酸盐除藻性能研究,哈尔滨工业大学,PUBLISHED_BY
语义翻译与交际翻译理论指导下科幻小说《网络之外，星际远航》英译汉翻译报告,四川师范大学,PUBLISHED_BY
基于transformer和生成对抗网络的3D人脸生成和重建研究,南京邮电大学,PUBLISHED_BY
核苷多磷酸类化合物的合成方法研究,江西科技师范大学,PUBLISHED_BY
Adropin在脓毒症心肌损伤中的作用及机制研究,南昌大学,PUBLISHED_BY
智慧税务建设进程中的纳税服务优化研究,山西大学,PUBLISHED_BY
高脂饲料中添加菊粉对鲤生长、抗氧化能力及脂质代谢的影响,吉林农业大学,PUBLISHED_BY
高职院校规模化因材施教何以可能：“教育岛”研究,安徽师范大学,PUBLISHED_BY
棕背?对寒冷与病毒适应和群体分化的基因组学研究,兰州大学,PUBLISHED_BY
肝星状细胞在慢性肝损伤中的异质性研究,中国江苏南京,PUBLISHED_BY
贾平凹小说中的病态书写与隐喻象征,吉林大学,PUBLISHED_BY
基于演化计算的神经网络架构搜索算法研究,南京信息工程大学,PUBLISHED_BY
前列腺导管内癌的临床病理特征、克隆性分析及基因突变的研究,山东大学,PUBLISHED_BY
区域创新生态系统知识生产影响因素及其作用机理研究,西北工业大学,PUBLISHED_BY
借鉴中国教学法提高越南高中生历史思维能力的研究,西南大学,PUBLISHED_BY
基于微生物组学结合抗性组学揭示大西洋鲑和虹鳟的耐药风险差异研究,上海海洋大学,PUBLISHED_BY
光响应型纳米体系的构建及肿瘤光协同免疫治疗研究,中国科学技术大学,PUBLISHED_BY
知识图谱中多源知识质量评价研究,中国科学技术大学,PUBLISHED_BY
5052基铝合金中第二相的动态析出和结构表征,重庆大学,PUBLISHED_BY
宽度学习在目标跟踪中的应用研究,大连海事大学,PUBLISHED_BY
面向临床决策支持的知识融合研究,吉林大学,PUBLISHED_BY
斑点叉尾鮰性别及瓦氏黄颡鱼、长吻鮠和其杂交种的遗传鉴定,华中农业大学,PUBLISHED_BY
数字经济背景下农产品供应链韧性影响因素研究,山西财经大学,PUBLISHED_BY
2-甲基-4-氯苯氧乙酸单克隆抗体的制备及其免疫层析试纸条的初步构建,南昌大学,PUBLISHED_BY
数据库通用动态查询工具的设计与实现,东华大学,PUBLISHED_BY
基于机器视觉的精细化停车管理系统研究与设计,中北大学,PUBLISHED_BY
大庆市犊牛粪便病毒组学研究及牛诺如病毒、嵴病毒、环曲病毒三重RT-PCR方法的建立,黑龙江八一农垦大学,PUBLISHED_BY
肝脏代谢紊乱对冠心病的预后价值及其潜在治疗靶点的研究,北京协和医学院,PUBLISHED_BY
铝纳米颗粒增强抗肿瘤免疫反应的效果和机制研究,吉林大学,PUBLISHED_BY
几类具有潜伏和扩散的传染病模型全局动力学及接种策略研究,湖北民族大学,PUBLISHED_BY
小样本分类中的分布偏移问题的研究,哈尔滨工业大学,PUBLISHED_BY
软科幻故事情境构建中非理性心理元素的研究,河北科技大学,PUBLISHED_BY
基于改进卷积神经网络可视化的弱监督图像分割方法研究,哈尔滨工业大学,PUBLISHED_BY
纠缠态的制备及其在量子通信中应用的理论研究,大连理工大学,PUBLISHED_BY
喀斯特石漠化治理生态产业大数据智能监测模型与决策支持系统,贵州师范大学,PUBLISHED_BY
面向知识产权保护的生成模型水印技术研究,南京信息工程大学,PUBLISHED_BY
靶向组蛋白犹素化的蛋白质工具的化学合成和应用,苏州大学,PUBLISHED_BY
基于薄膜驻极体的静电电动机研究,杭州电子科技大学,PUBLISHED_BY
面向智能通信的大规模MIMO CSI反馈研究,齐鲁工业大学,PUBLISHED_BY
CdS-SnS2、CeO2/CdS的制备及其光催化醇与胺偶联合成亚胺性能研究,湖南大学,PUBLISHED_BY
长治观音堂悬塑文物保存现状调查及准静态位移监测研究,中国科学技术大学,PUBLISHED_BY
融合篇章知识的汉英神经机器翻译研究,北京交通大学,PUBLISHED_BY
家长齐参与，服务到身边——儿童中医药健康促进新模式的干预个案,中国广东广州,PUBLISHED_BY
坎地沙坦抑制小胶质细胞血管紧张素Ⅱ1型受体改善慢性脑低灌注认知功能障碍的机制研究,中国人民解放军陆军军医大学,PUBLISHED_BY
零价铁强化高负荷厌氧体系种间互营产甲烷代谢机制研究,太原理工大学,PUBLISHED_BY
污水A2O工艺微生物代谢组特征及代谢标志物开发,浙江大学,PUBLISHED_BY
呼和浩特市基层医疗卫生机构基本公共卫生服务人员培训需求现状及影响因素研究,内蒙古医科大学,PUBLISHED_BY
SHT科技公司技术创新战略研究,广西大学,PUBLISHED_BY
著作权法视角下人工智能生成物保护问题研究,山东建筑大学,PUBLISHED_BY
PCOS患者卵泡液脂肪酸的筛选及花生四烯酸对卵巢颗粒细胞功能的调控,吉林大学,PUBLISHED_BY
智能家居亲生物体验对消费者创造力的影响研究,广西大学,PUBLISHED_BY
基于深度学习的ETF投资组合构建研究,苏州大学,PUBLISHED_BY
倒退型孤独症谱系障碍的表型特征、风险因素及自体干细胞移植的可行性研究,重庆医科大学,PUBLISHED_BY
棉花枯萎病拮抗菌的筛选、鉴定及抑菌促生特性研究,塔里木大学,PUBLISHED_BY
基于深度学习的非结构网格高效生成与优化方法,军事科学院,PUBLISHED_BY
黄芪微生物组及其对次生代谢产物的影响研究,西北农林科技大学,PUBLISHED_BY
移动机械臂欠约束负载高平稳运输规划与控制技术研究,浙江大学,PUBLISHED_BY
模糊多属性决策方法及其在物流服务供应链管理中的应用研究,燕山大学,PUBLISHED_BY
基于预成核法的聚苯胺电致变色材料与器件研究,北京信息科技大学,PUBLISHED_BY
光催化CO2还原过程中金属硫化物电荷迁移及表界面演变研究,兰州大学,PUBLISHED_BY
大重量低速抗阻训练联合高剂量治疗性超声波对髌腱末端病的疗效分析研究,武汉体育学院,PUBLISHED_BY
基于微生物组学探讨肠道及泌尿道菌群在膀胱过度活动症中的作用及机制研究,南方医科大学,PUBLISHED_BY
基于泛基因组挖掘导致茶树叶色差异的关键基因,福建农林大学,PUBLISHED_BY
丁酸钠延缓继发性甲状旁腺功能亢进症的进展及作用机制研究,中南大学,PUBLISHED_BY
生物质炭基催化剂原位催化生物油轻质化反应的研究,南京林业大学,PUBLISHED_BY
量子点光学性质的经验赝势计算,中国科学技术大学,PUBLISHED_BY
基于多视角的事件日志修复及可解释性研究,安徽理工大学,PUBLISHED_BY
C-H格子化合成规律、理论及光电性质研究,南京邮电大学,PUBLISHED_BY
"可见光诱导1,6-烯炔的串联环化反应合成吡咯烷酮衍生物",南昌航空大学,PUBLISHED_BY
长期氯消毒对物体表面微生物组和耐药组的影响,南开大学,PUBLISHED_BY
基于农村电网电晕检测的日盲紫外探测器研究,福建农林大学,PUBLISHED_BY
高校体医融合健康促进新模式研究,中国山东日照,PUBLISHED_BY
代谢工程改造大肠杆菌辅因子循环再生促高产血清素的研究,福建师范大学,PUBLISHED_BY
面向疾病诊疗的肺部医学图像检测与分割方法研究,哈尔滨理工大学,PUBLISHED_BY
面向大语言模型的准确可信任务型对话系统关键技术研究,北京邮电大学,PUBLISHED_BY
基于图神经网络的多模态脑数据分析与算法研究,北京科技大学,PUBLISHED_BY
杜仲Eucommia ulmoides树皮相关微生物组的结构、功能及构建机制研究,贵州大学,PUBLISHED_BY
电网智能客服问答系统设计与实现,中国科学院大学(中国科学院沈阳计算技术研究所),PUBLISHED_BY
参芪健心方对心力衰竭模型大鼠炎症反应及TNF-α/NF-κB信号通路的影响,安徽中医药大学,PUBLISHED_BY
黄芩苷-2-乙氧基乙酯的合成及对大鼠急性肾损伤的治疗作用研究,石河子大学,PUBLISHED_BY
“体医融合”背景下体育院校学生多元化协同培养路径研究,中国天津,PUBLISHED_BY
铁系磷化物纳米材料的精准调控及其电解水性能的研究,济南大学,PUBLISHED_BY
高校精准思想政治教育研究,中国矿业大学,PUBLISHED_BY
四川省黑痣菌属分类及系统发育基因组学研究,电子科技大学,PUBLISHED_BY
面向网络安全领域的命名实体识别方法研究,河南工业大学,PUBLISHED_BY
上汽集团数字化转型路径对企业绩效的影响研究,云南师范大学,PUBLISHED_BY
波函数的意义及其与量子空间的理解,山西大学,PUBLISHED_BY
基于深度学习的用户评论短文本情感分析的方法研究,南昌大学,PUBLISHED_BY
认知神经科学视域下的笛卡尔心身关系考察,山西大学,PUBLISHED_BY
中小学教研员人工智能素养影响因素研究,河南大学,PUBLISHED_BY
